review_text,label
Love the fact that my niece who is the receiver of this gift subscription loves this magazine. Thanks for the automatic renewal,positive
"My mother used to cook from this magazine all the time.  The recipes now are too complicated, call for seldom used ingredients and just are not appealing to me.",negative
"A good combination of easy recipes, with nutritional information now added, to inspire you in the kitchen and help you keep the calories in check if are watching what you eat.",positive
I bought this as a gift subscription for my daughter-in-law.  She loves it!  I'd get a subscription for myself if they published a vegetarian version.,positive
"If you love to cook and try different recipes, this is the magazine for you. They have a variety of recipes too. We have tried many of them and they are great.",positive
"You get what you pay for ($5).  Several copies came about 3 months after I ordered.  Nothing since.  I have not went ""on-line"" to read whats on there.",positive
I bought this magazine for my husband who is a network administrator and he reads cover to cover. I have no tech background and I enjoy looking at some of the articles as well.,positive
"Bad experience. These magazines are almost like 85% adds and 15% real info. I wish I could cancel this. By the way, they enrolled me for another year. Just plain bad.",negative
Disappointed with the design of the magazine. I couldn't get into the content.,negative
"A pain to load on tablet, and a pain to read on a tablet",positive
"This ""magazine"" is at least 50% advertisement.",negative
"I love the articles in Wired. They are relevant, interesting, and educational.",positive
IT IS A WEIRD MAGAZINE TO READ... IT IS NOT SET UP LIKE A NORMAL MAGAZINE WITH EASY TO FIND ARTICLES BUT MORE OF SHORT DITTIES ON A LARGER VARIETY OF SUBJECTS...,positive
Good Product Great Price - What I was hoping for,positive
"I love this magazine, always interesting articles, great photos and even the ads are interesting.",positive
"Best mag, digitally and for real.  Dolan's guest editing was fantastic and matched the movie!",positive
"solid magazine, glad for the subscription",positive
Not impressed with Content,negative
I needed Vanity Fair for Kindle with the ability to enlarge text. Could not do that,negative
The publication was great as always I purchased in February of this year and was shocked that it auto-renewed in november.  Not happy about this!,negative
OMG the ads take up half of the magazine.  I could fall asleep before they get to the good articles.,positive
Was meant to extend subscription - now getting double issues. Useless.,negative
"I bought this for my son, he loves it.  Delivered when it said it would be.",positive
I haven't received all the issues in the mail and I can't access the website on my kindle.  DO NOT buy this.,negative
I was completely unable to download it to my ipad so it was worthless to me --- I would really like to try it again if it would work.,negative
Tried and tried and could not get the all access to work. I tried e-mailing them for help but to no avail.,negative
"But really, it's only the paper edition. We were disappointed and, obviously, we didn't renew our subscription.  That's too bad.",negative
I love getting it on my kindle. I have it everywhere!  Makes it easy to access and share. Thanks again.,positive
